Insertions	125000	250000	375000	500000	625000	750000	875000	1000000		CacheStats	Disk Usage (MB)	Uncompressed Size (MB)	Compression Ratio	Parition Count	Serialization Time (%)	Disk Write Time (%)		Contains	200000	400000	600000	800000	1000000	1200000	1400000	1600000		PrefixSearches	100000	200000	300000	400000	500000	600000	700000	800000	TotalResults		Removals	93750	187500	281250	375000	468750	562500	656250	750000	
SkipList-Rand-RBT-100-rawIteration1	0.3	0.7	2.27	15.88	43.06	76.86	125.06	177.0		SkipList-Rand-RBT-100-rawIteration1	11.37	165.52	0.069	10115.0	0.184	0.53		SkipList-Rand-RBT-100-rawIteration1	21.03	41.63	61.97	82.91	103.72	124.64	145.47	166.05		SkipList-Rand-RBT-100-rawIteration1	10.53	21.58	32.18	43.21	54.07	64.53	75.6	86.42	1568509.0		SkipList-Rand-RBT-100-rawIteration1	34.89	71.45	103.67	132.63	156.97	172.84	178.89	179.43	
SkipList-Rand-RBT-100-rawIteration2	0.3	0.68	2.33	16.51	42.54	77.28	121.51	176.43		SkipList-Rand-RBT-100-rawIteration2	11.35	165.32	0.069	10070.0	0.185	0.531		SkipList-Rand-RBT-100-rawIteration2	21.6	42.41	62.98	84.03	104.8	125.76	146.77	167.23		SkipList-Rand-RBT-100-rawIteration2	10.33	21.25	31.94	43.0	53.87	64.32	75.49	86.32	1569303.0		SkipList-Rand-RBT-100-rawIteration2	36.53	75.92	112.16	142.67	167.48	183.26	190.6	191.13	
SkipList-Rand-LinkedLinear-25-rawIteration0	0.73	1.81	3.91	16.35	46.28	85.29	137.34	217.82		SkipList-Rand-LinkedLinear-25-rawIteration0	25.86	163.8	0.158	41542.0	0.065	0.748		SkipList-Rand-LinkedLinear-25-rawIteration0	13.86	28.15	41.89	55.42	68.97	82.54	96.35	109.9		SkipList-Rand-LinkedLinear-25-rawIteration0	8.02	15.99	23.98	32.14	40.38	48.36	56.34	64.47	1569299.0		SkipList-Rand-LinkedLinear-25-rawIteration0	31.78	88.26	130.43	167.82	202.02	226.3	233.12	234.51	
SkipList-Rand-LinkedLinear-25-rawIteration1	0.73	1.8	3.86	16.93	45.95	90.94	136.78	197.71		SkipList-Rand-LinkedLinear-25-rawIteration1	26.06	164.29	0.159	41999.0	0.073	0.741		SkipList-Rand-LinkedLinear-25-rawIteration1	13.98	27.24	40.87	54.39	67.95	81.47	95.26	108.53		SkipList-Rand-LinkedLinear-25-rawIteration1	7.86	16.08	24.22	32.15	40.39	48.43	56.46	64.5	1568509.0		SkipList-Rand-LinkedLinear-25-rawIteration1	36.3	79.68	117.47	155.44	194.15	212.19	224.3	225.73	
SkipList-Rand-LinkedLinear-25-rawIteration2	0.74	1.77	3.9	16.94	44.31	90.19	141.75	218.85		SkipList-Rand-LinkedLinear-25-rawIteration2	25.85	163.58	0.158	41528.0	0.066	0.794		SkipList-Rand-LinkedLinear-25-rawIteration2	13.52	27.63	41.14	54.67	68.34	81.9	95.69	109.09		SkipList-Rand-LinkedLinear-25-rawIteration2	7.88	15.89	23.85	31.83	39.83	48.01	56.02	64.01	1569303.0		SkipList-Rand-LinkedLinear-25-rawIteration2	31.07	78.39	108.47	149.82	189.85	213.02	220.68	222.0	
SkipList-Rand-LinkedLinear-50-rawIteration0	0.93	2.43	4.18	12.95	38.45	74.69	113.59	162.82		SkipList-Rand-LinkedLinear-50-rawIteration0	16.46	147.76	0.111	20461.0	0.1	0.633		SkipList-Rand-LinkedLinear-50-rawIteration0	14.97	30.47	45.81	61.35	76.39	91.81	107.04	122.32		SkipList-Rand-LinkedLinear-50-rawIteration0	8.01	16.58	25.64	34.08	42.57	50.81	59.44	67.66	1569299.0		SkipList-Rand-LinkedLinear-50-rawIteration0	30.53	62.63	90.82	115.82	133.84	145.78	149.68	151.15	
SkipList-Rand-LinkedLinear-50-rawIteration1	0.88	2.3	3.98	12.99	37.75	75.99	118.46	165.29		SkipList-Rand-LinkedLinear-50-rawIteration1	16.48	147.61	0.112	20503.0	0.102	0.629		SkipList-Rand-LinkedLinear-50-rawIteration1	15.11	31.46	47.31	63.11	78.27	93.13	108.31	123.8		SkipList-Rand-LinkedLinear-50-rawIteration1	7.99	16.51	24.75	33.29	41.84	50.22	58.85	67.05	1568509.0		SkipList-Rand-LinkedLinear-50-rawIteration1	28.27	66.45	97.03	121.94	144.42	165.39	167.36	168.44	
SkipList-Rand-LinkedLinear-50-rawIteration2	0.91	2.36	4.18	14.74	41.51	76.28	116.6	163.28		SkipList-Rand-LinkedLinear-50-rawIteration2	16.47	147.62	0.112	20465.0	0.107	0.625		SkipList-Rand-LinkedLinear-50-rawIteration2	16.33	32.98	48.47	64.99	80.86	96.23	111.57	127.23		SkipList-Rand-LinkedLinear-50-rawIteration2	8.03	16.51	24.69	33.22	41.71	49.9	58.45	66.68	1569303.0		SkipList-Rand-LinkedLinear-50-rawIteration2	33.55	65.39	95.31	126.05	144.85	162.26	164.27	165.71	
SkipList-Rand-LinkedLinear-100-rawIteration0	1.33	3.51	6.18	14.65	34.58	65.76	107.71	157.92		SkipList-Rand-LinkedLinear-100-rawIteration0	11.77	136.9	0.086	10073.0	0.15	0.508		SkipList-Rand-LinkedLinear-100-rawIteration0	18.75	37.89	57.45	77.68	97.34	117.05	137.17	156.57		SkipList-Rand-LinkedLinear-100-rawIteration0	9.77	20.18	30.79	41.35	51.34	61.77	71.84	82.52	1569299.0		SkipList-Rand-LinkedLinear-100-rawIteration0	33.2	66.18	95.21	118.78	141.11	150.74	153.37	154.35	
SkipList-Rand-LinkedLinear-100-rawIteration1	1.32	3.57	6.16	14.44	33.1	63.51	102.21	153.1		SkipList-Rand-LinkedLinear-100-rawIteration1	11.76	137.21	0.086	10032.0	0.159	0.499		SkipList-Rand-LinkedLinear-100-rawIteration1	18.32	38.21	57.88	77.64	97.3	116.95	136.6	156.46		SkipList-Rand-LinkedLinear-100-rawIteration1	9.84	20.72	31.77	41.94	52.32	62.8	72.81	83.32	1568509.0		SkipList-Rand-LinkedLinear-100-rawIteration1	33.93	69.21	100.61	128.07	146.98	156.83	158.32	159.38	
SkipList-Rand-LinkedLinear-100-rawIteration2	1.37	3.52	6.18	14.83	34.03	63.64	104.26	156.24		SkipList-Rand-LinkedLinear-100-rawIteration2	11.75	136.97	0.086	10015.0	0.151	0.514		SkipList-Rand-LinkedLinear-100-rawIteration2	19.62	39.11	58.91	78.54	98.11	117.81	137.2	156.71		SkipList-Rand-LinkedLinear-100-rawIteration2	10.6	21.11	31.6	41.67	52.22	63.01	73.71	84.52	1569303.0		SkipList-Rand-LinkedLinear-100-rawIteration2	31.09	65.02	93.61	116.98	135.41	145.22	147.13	148.75	

Insertions	125000	250000	375000	500000	625000	750000	875000	1000000		CacheStats	Disk Usage (MB)	Uncompressed Size (MB)	Compression Ratio	Parition Count	Serialization Time (%)	Disk Write Time (%)		Contains	200000	400000	600000	800000	1000000	1200000	1400000	1600000		PrefixSearches	100000	200000	300000	400000	500000	600000	700000	800000	TotalResults		Removals	93750	187500	281250	375000	468750	562500	656250	750000	
SkipList-Seq-ArrayList-3000-avg	0.22	0.36	0.49	0.63	0.83	1.04	1.26	1.48		SkipList-Seq-ArrayList-3000-avg	5.16	96.16	0.05	330.33	0.31	0.06		SkipList-Seq-ArrayList-3000-avg	0.25	0.46	0.67	0.89	1.11	1.34	1.57	1.81		SkipList-Seq-ArrayList-3000-avg	4.65	9.68	14.74	19.87	24.67	29.58	34.49	39.17	8.0E7		SkipList-Seq-ArrayList-3000-avg	0.26	0.5	0.73	0.97	1.19	1.38	1.57	1.75	
SkipList-Seq-ArrayList-6000-avg	0.13	0.26	0.4	0.53	0.73	0.94	1.16	1.36		SkipList-Seq-ArrayList-6000-avg	5.08	96.09	0.05	178.0	0.33	0.05		SkipList-Seq-ArrayList-6000-avg	0.21	0.42	0.64	0.84	1.07	1.29	1.5	1.71		SkipList-Seq-ArrayList-6000-avg	4.49	9.14	13.72	18.6	23.17	27.95	32.64	37.38	8.0E7		SkipList-Seq-ArrayList-6000-avg	0.28	0.61	1.02	1.28	1.56	1.83	2.04	2.28	
SkipList-Seq-ArrayList-12000-avg	0.13	0.26	0.39	0.53	0.73	0.93	1.16	1.38		SkipList-Seq-ArrayList-12000-avg	5.04	96.04	0.05	91.0	0.33	0.02		SkipList-Seq-ArrayList-12000-avg	0.21	0.41	0.62	0.83	1.05	1.26	1.47	1.67		SkipList-Seq-ArrayList-12000-avg	4.08	9.14	13.76	18.24	22.87	27.62	32.27	36.91	8.0E7		SkipList-Seq-ArrayList-12000-avg	0.43	0.86	1.25	1.56	1.94	2.44	2.86	3.25	
SkipList-Seq-Treap-3000-avg	0.2	0.33	0.49	0.7	0.91	1.14	1.4	1.6		SkipList-Seq-Treap-3000-avg	5.14	144.17	0.04	346.0	0.31	0.08		SkipList-Seq-Treap-3000-avg	0.26	0.49	0.71	0.95	1.18	1.43	1.68	1.93		SkipList-Seq-Treap-3000-avg	5.41	11.17	16.74	22.48	28.15	33.48	39.18	44.95	8.0E7		SkipList-Seq-Treap-3000-avg	0.16	0.28	0.42	0.56	0.7	0.83	0.97	1.07	
SkipList-Seq-Treap-6000-avg	0.12	0.25	0.39	0.58	0.78	1.01	1.23	1.41		SkipList-Seq-Treap-6000-avg	5.06	144.08	0.04	168.0	0.33	0.03		SkipList-Seq-Treap-6000-avg	0.21	0.42	0.63	0.86	1.07	1.29	1.49	1.72		SkipList-Seq-Treap-6000-avg	5.19	10.62	16.0	21.72	27.31	32.5	38.08	43.58	8.0E7		SkipList-Seq-Treap-6000-avg	0.13	0.26	0.38	0.5	0.62	0.75	0.88	0.97	
SkipList-Seq-Treap-12000-avg	0.12	0.25	0.39	0.58	0.77	1.03	1.22	1.41		SkipList-Seq-Treap-12000-avg	5.03	144.04	0.04	81.33	0.33	0.02		SkipList-Seq-Treap-12000-avg	0.22	0.43	0.65	0.88	1.09	1.31	1.52	1.76		SkipList-Seq-Treap-12000-avg	5.17	10.56	15.99	21.79	27.02	32.51	37.93	43.62	8.0E7		SkipList-Seq-Treap-12000-avg	0.14	0.26	0.38	0.51	0.62	0.75	0.88	0.99	
SkipList-Seq-RBT-3000-avg	0.23	0.41	0.62	0.9	1.16	1.48	1.74	2.0		SkipList-Seq-RBT-3000-avg	5.14	152.15	0.03	327.0	0.24	0.05		SkipList-Seq-RBT-3000-avg	0.22	0.42	0.63	0.86	1.06	1.28	1.48	1.72		SkipList-Seq-RBT-3000-avg	5.31	10.81	16.34	22.11	27.88	33.55	38.94	44.89	8.0E7		SkipList-Seq-RBT-3000-avg	0.17	0.31	0.45	0.58	0.72	0.86	1.0	1.12	
SkipList-Seq-RBT-6000-avg	0.18	0.37	0.58	0.83	1.1	1.41	1.69	1.96		SkipList-Seq-RBT-6000-avg	5.07	152.08	0.03	176.33	0.24	0.03		SkipList-Seq-RBT-6000-avg	0.21	0.42	0.62	0.84	1.06	1.26	1.47	1.69		SkipList-Seq-RBT-6000-avg	5.19	10.64	16.08	21.71	27.25	32.55	38.17	43.68	8.0E7		SkipList-Seq-RBT-6000-avg	0.15	0.28	0.43	0.56	0.7	0.84	0.98	1.1	
SkipList-Seq-RBT-12000-avg	0.19	0.38	0.61	0.88	1.14	1.46	1.73	1.99		SkipList-Seq-RBT-12000-avg	5.03	152.04	0.03	87.0	0.24	0.02		SkipList-Seq-RBT-12000-avg	0.21	0.42	0.62	0.86	1.06	1.27	1.47	1.71		SkipList-Seq-RBT-12000-avg	5.2	10.63	16.08	21.7	27.1	32.55	38.1	43.99	8.0E7		SkipList-Seq-RBT-12000-avg	0.15	0.29	0.44	0.59	0.74	0.88	1.02	1.15	
SkipList-Seq-LinkedLinear-3000-avg	16.18	29.75	43.53	61.61	76.19	93.39	112.73	132.98		SkipList-Seq-LinkedLinear-3000-avg	5.16	128.16	0.04	339.67	0.0	0.0		SkipList-Seq-LinkedLinear-3000-avg	8.25	15.41	23.7	32.14	43.11	51.29	58.35	66.65		SkipList-Seq-LinkedLinear-3000-avg	13.31	27.39	41.59	54.89	68.73	82.98	96.55	110.39	8.0E7		SkipList-Seq-LinkedLinear-3000-avg	0.12	0.23	0.33	0.45	0.56	0.67	0.77	0.84	
SkipList-Seq-LinkedLinear-6000-avg	38.59	83.99	136.1	177.15	235.94	274.58	312.07	361.49		SkipList-Seq-LinkedLinear-6000-avg	5.07	128.07	0.04	159.33	0.0	0.0		SkipList-Seq-LinkedLinear-6000-avg	15.77	39.5	61.63	79.08	100.28	115.98	139.55	161.14		SkipList-Seq-LinkedLinear-6000-avg	24.68	49.98	75.23	100.23	125.34	150.54	175.51	200.57	8.0E7		SkipList-Seq-LinkedLinear-6000-avg	0.11	0.21	0.32	0.42	0.53	0.64	0.75	0.83	
SkipList-Seq-LinkedLinear-12000-avg	56.44	159.73	224.12	332.25	458.57	523.7	613.4	739.46		SkipList-Seq-LinkedLinear-12000-avg	5.04	128.04	0.04	88.0	0.0	0.0		SkipList-Seq-LinkedLinear-12000-avg	24.19	61.03	111.7	142.22	187.7	211.76	248.71	299.03		SkipList-Seq-LinkedLinear-12000-avg	42.02	85.23	127.99	170.43	213.02	255.7	298.69	341.31	8.0E7		SkipList-Seq-LinkedLinear-12000-avg	0.11	0.22	0.32	0.43	0.54	0.65	0.75	0.83	
SkipList-Word-ArrayList-25-avg	0.24	0.47	0.72	2.65	8.3	12.6	16.71	20.22		SkipList-Word-ArrayList-25-avg	25.88	115.9	0.22	41590.33	0.12	0.94		SkipList-Word-ArrayList-25-avg	1.44	2.06	2.64	3.14	3.63	4.01	4.39	4.76		SkipList-Word-ArrayList-25-avg	2.71	4.62	6.47	8.27	10.13	12.29	14.17	15.94	1.60779811E8		SkipList-Word-ArrayList-25-avg	1.56	3.04	4.52	5.72	7.62	8.94	10.21	11.75	
SkipList-Word-ArrayList-50-avg	0.17	0.36	0.56	1.35	4.67	7.14	9.76	11.14		SkipList-Word-ArrayList-50-avg	15.96	104.39	0.15	20321.33	0.15	0.76		SkipList-Word-ArrayList-50-avg	1.04	1.52	1.99	2.43	2.94	3.43	3.82	4.22		SkipList-Word-ArrayList-50-avg	1.88	3.4	5.02	6.45	7.91	9.66	11.09	12.52	1.60779811E8		SkipList-Word-ArrayList-50-avg	0.68	1.58	2.25	2.9	3.58	4.26	4.84	5.66	
SkipList-Word-ArrayList-100-avg	0.15	0.31	0.48	0.79	2.57	4.41	6.0	7.15		SkipList-Word-ArrayList-100-avg	11.07	98.27	0.11	10052.0	0.19	0.6		SkipList-Word-ArrayList-100-avg	0.95	1.46	1.99	2.52	3.15	3.66	4.12	4.6		SkipList-Word-ArrayList-100-avg	1.76	3.27	4.86	6.44	7.91	9.72	11.18	12.74	1.60779811E8		SkipList-Word-ArrayList-100-avg	0.41	0.83	1.24	1.64	2.06	2.41	2.73	3.28	
SkipList-Word-Treap-25-avg	0.24	0.54	1.75	4.21	10.25	14.63	20.39	24.99		SkipList-Word-Treap-25-avg	22.46	168.56	0.13	41844.67	0.1	0.88		SkipList-Word-Treap-25-avg	1.3	1.94	2.6	3.24	3.95	4.55	5.13	5.74		SkipList-Word-Treap-25-avg	4.72	8.1	11.97	15.98	19.89	24.67	28.51	32.31	1.60779811E8		SkipList-Word-Treap-25-avg	1.31	3.77	6.92	9.36	11.16	13.88	15.36	16.4	
SkipList-Word-Treap-50-avg	0.19	0.44	1.05	2.24	5.22	8.02	12.28	13.66		SkipList-Word-Treap-50-avg	14.38	157.88	0.09	20594.33	0.15	0.65		SkipList-Word-Treap-50-avg	1.19	1.9	2.66	3.41	4.27	5.02	5.69	6.43		SkipList-Word-Treap-50-avg	3.68	6.73	10.13	13.63	16.93	20.76	24.07	27.43	1.60779811E8		SkipList-Word-Treap-50-avg	0.73	1.53	2.68	3.49	4.87	5.94	6.48	7.08	
SkipList-Word-Treap-100-avg	0.15	0.31	0.68	1.57	3.16	4.8	7.41	8.82		SkipList-Word-Treap-100-avg	10.24	149.47	0.07	10037.0	0.19	0.59		SkipList-Word-Treap-100-avg	1.59	2.71	3.85	4.98	6.33	7.59	8.7	10.11		SkipList-Word-Treap-100-avg	3.8	7.26	10.9	14.88	18.51	22.82	26.32	29.84	1.60779811E8		SkipList-Word-Treap-100-avg	0.42	0.86	1.3	1.82	2.59	3.17	3.55	3.93	
SkipList-Word-RBT-25-avg	0.26	0.7	2.29	4.6	9.45	14.01	19.49	22.44		SkipList-Word-RBT-25-avg	23.43	178.89	0.13	41575.33	0.12	0.78		SkipList-Word-RBT-25-avg	1.27	1.96	2.67	3.33	4.05	4.69	5.27	5.9		SkipList-Word-RBT-25-avg	5.11	8.95	13.14	17.63	21.8	26.93	30.97	34.94	1.60779811E8		SkipList-Word-RBT-25-avg	1.27	2.83	4.3	5.78	8.27	10.3	11.33	12.54	
SkipList-Word-RBT-50-avg	0.19	0.41	1.11	2.69	5.91	9.1	12.51	14.69		SkipList-Word-RBT-50-avg	14.86	167.08	0.09	20495.0	0.14	0.69		SkipList-Word-RBT-50-avg	1.19	1.97	2.82	3.58	4.58	5.36	6.09	6.84		SkipList-Word-RBT-50-avg	4.08	7.28	10.96	14.87	18.67	22.96	26.45	29.98	1.60779811E8		SkipList-Word-RBT-50-avg	0.88	2.15	3.3	4.03	5.08	6.12	6.96	7.95	
SkipList-Word-RBT-100-avg	0.17	0.35	0.79	1.56	3.34	5.09	7.55	8.83		SkipList-Word-RBT-100-avg	10.53	158.81	0.07	10134.33	0.22	0.53		SkipList-Word-RBT-100-avg	1.53	2.71	3.92	5.12	6.6	7.95	9.26	10.49		SkipList-Word-RBT-100-avg	4.13	8.04	12.08	16.34	20.43	24.98	28.87	32.89	1.60779811E8		SkipList-Word-RBT-100-avg	0.45	0.89	1.33	1.88	2.64	3.31	3.67	3.99	
SkipList-Word-LinkedLinear-25-avg	0.42	0.87	2.06	4.57	10.27	14.92	20.03	24.76		SkipList-Word-LinkedLinear-25-avg	25.17	150.66	0.17	41537.67	0.1	0.74		SkipList-Word-LinkedLinear-25-avg	1.54	2.39	3.22	3.95	4.69	5.4	6.05	6.76		SkipList-Word-LinkedLinear-25-avg	4.04	6.92	10.08	13.31	16.34	20.24	23.44	26.66	1.60779811E8		SkipList-Word-LinkedLinear-25-avg	1.37	2.8	5.04	6.69	9.03	10.83	12.41	13.9	
SkipList-Word-LinkedLinear-50-avg	0.53	1.13	1.92	3.67	7.33	11.07	14.8	17.24		SkipList-Word-LinkedLinear-50-avg	15.66	140.23	0.11	20412.33	0.12	0.56		SkipList-Word-LinkedLinear-50-avg	1.62	2.76	3.96	5.04	6.08	7.05	7.96	8.92		SkipList-Word-LinkedLinear-50-avg	3.3	6.01	8.83	11.7	14.61	18.01	20.74	23.48	1.60779811E8		SkipList-Word-LinkedLinear-50-avg	1.12	2.21	3.34	4.35	5.4	6.32	7.02	7.76	
SkipList-Word-LinkedLinear-100-avg	0.71	1.52	2.52	3.98	6.33	8.64	12.21	14.29		SkipList-Word-LinkedLinear-100-avg	10.92	133.75	0.08	10086.67	0.12	0.37		SkipList-Word-LinkedLinear-100-avg	2.12	3.82	5.43	6.85	8.49	10.1	11.6	13.14		SkipList-Word-LinkedLinear-100-avg	3.53	6.53	9.97	13.42	16.75	20.45	23.65	26.89	1.60779811E8		SkipList-Word-LinkedLinear-100-avg	0.79	1.66	2.6	3.52	4.36	5.24	5.74	6.33	
SkipList-Rand-ArrayList-25-avg	0.37	0.8	1.3	3.49	14.92	43.97	83.12	134.46		SkipList-Rand-ArrayList-25-avg	26.68	118.31	0.23	41854.33	0.07	0.81		SkipList-Rand-ArrayList-25-avg	10.75	21.73	32.55	43.11	53.65	64.12	74.54	85.09		SkipList-Rand-ArrayList-25-avg	6.24	12.63	19.02	25.31	31.66	38.1	44.53	50.82	1569037.0		SkipList-Rand-ArrayList-25-avg	31.0	66.63	93.35	117.85	132.58	138.94	142.81	144.04	
SkipList-Rand-ArrayList-50-avg	0.28	0.66	1.09	1.67	8.2	27.13	56.96	91.02		SkipList-Rand-ArrayList-50-avg	16.79	105.03	0.16	20444.33	0.1	0.68		SkipList-Rand-ArrayList-50-avg	11.04	22.99	34.69	45.7	56.48	67.61	78.65	89.73		SkipList-Rand-ArrayList-50-avg	5.79	11.94	18.07	24.23	30.41	36.56	42.75	48.69	1569037.0		SkipList-Rand-ArrayList-50-avg	22.2	45.4	65.02	79.53	87.04	87.95	88.65	89.5	
SkipList-Rand-ArrayList-100-avg	0.26	0.62	1.0	1.4	5.44	19.53	47.24	82.99		SkipList-Rand-ArrayList-100-avg	11.99	97.81	0.12	10164.33	0.14	0.6		SkipList-Rand-ArrayList-100-avg	12.4	25.52	38.73	51.78	64.65	77.82	91.12	104.11		SkipList-Rand-ArrayList-100-avg	6.63	13.6	20.53	27.56	34.61	41.51	48.56	55.57	1569037.0		SkipList-Rand-ArrayList-100-avg	22.25	45.07	64.47	76.9	81.2	82.24	82.78	83.24	
SkipList-Rand-Treap-25-avg	0.45	1.02	3.65	19.35	51.06	99.87	155.53	217.44		SkipList-Rand-Treap-25-avg	23.02	180.8	0.13	41651.0	0.07	0.76		SkipList-Rand-Treap-25-avg	14.22	30.19	44.07	57.94	71.76	85.8	99.63	113.48		SkipList-Rand-Treap-25-avg	7.94	16.1	24.39	32.58	40.66	48.86	57.21	65.55	1569037.0		SkipList-Rand-Treap-25-avg	36.97	81.98	131.67	171.4	208.19	241.33	254.22	257.82	
SkipList-Rand-Treap-50-avg	0.38	0.89	2.36	14.92	43.09	82.17	129.2	176.57		SkipList-Rand-Treap-50-avg	15.1	165.0	0.09	20514.67	0.11	0.66		SkipList-Rand-Treap-50-avg	15.52	31.6	47.33	62.96	78.91	94.52	110.16	125.95		SkipList-Rand-Treap-50-avg	8.32	17.0	25.37	33.96	42.96	51.46	60.03	68.64	1569037.0		SkipList-Rand-Treap-50-avg	33.68	72.17	103.46	136.49	162.12	179.53	186.89	188.57	
SkipList-Rand-Treap-100-avg	0.36	0.84	1.8	12.1	35.62	67.98	111.75	164.24		SkipList-Rand-Treap-100-avg	11.13	153.77	0.07	10132.67	0.17	0.54		SkipList-Rand-Treap-100-avg	19.58	40.04	60.55	80.62	101.07	121.38	141.78	161.94		SkipList-Rand-Treap-100-avg	10.21	21.0	31.65	42.29	52.96	63.75	74.26	85.23	1569037.0		SkipList-Rand-Treap-100-avg	35.53	73.06	106.34	134.41	155.65	170.74	175.08	175.9	
SkipList-Rand-RBT-25-avg	0.42	0.95	5.91	26.12	62.14	111.54	171.15	239.27		SkipList-Rand-RBT-25-avg	24.13	197.22	0.12	41716.33	0.07	0.75		SkipList-Rand-RBT-25-avg	13.92	28.55	42.54	57.14	71.25	85.7	99.68	113.72		SkipList-Rand-RBT-25-avg	8.05	16.43	24.71	33.03	41.64	49.99	58.42	66.65	1569037.0		SkipList-Rand-RBT-25-avg	42.66	88.26	137.66	180.39	219.9	248.59	267.5	270.63	
SkipList-Rand-RBT-50-avg	0.35	0.81	3.5	19.88	50.49	90.62	135.48	188.49		SkipList-Rand-RBT-50-avg	15.63	178.7	0.09	20556.0	0.12	0.65		SkipList-Rand-RBT-50-avg	16.49	32.6	48.87	64.57	80.47	96.48	112.49	128.46		SkipList-Rand-RBT-50-avg	8.48	17.15	26.03	34.73	43.42	52.12	60.72	69.4	1569037.0		SkipList-Rand-RBT-50-avg	35.13	72.95	109.16	139.88	168.5	189.75	198.99	201.7	
SkipList-Rand-RBT-100-avg	0.3	0.69	2.28	16.11	42.55	76.96	123.13	175.31		SkipList-Rand-RBT-100-avg	11.34	165.15	0.07	10051.0	0.19	0.53		SkipList-Rand-RBT-100-avg	20.97	41.96	62.46	83.41	104.15	124.99	145.74	166.36		SkipList-Rand-RBT-100-avg	10.38	21.33	31.95	43.01	53.88	64.48	75.39	86.27	1569037.0		SkipList-Rand-RBT-100-avg	36.94	75.69	110.48	139.83	165.04	181.18	187.95	188.49	
SkipList-Rand-LinkedLinear-25-avg	0.73	1.79	3.89	16.74	45.51	88.81	138.62	211.46		SkipList-Rand-LinkedLinear-25-avg	25.92	163.89	0.16	41689.67	0.07	0.76		SkipList-Rand-LinkedLinear-25-avg	13.79	27.67	41.3	54.83	68.42	81.97	95.77	109.17		SkipList-Rand-LinkedLinear-25-avg	7.92	15.99	24.02	32.04	40.2	48.27	56.27	64.33	1569037.0		SkipList-Rand-LinkedLinear-25-avg	33.05	82.11	118.79	157.69	195.34	217.17	226.03	227.41	
SkipList-Rand-LinkedLinear-50-avg	0.91	2.36	4.11	13.56	39.24	75.65	116.22	163.8		SkipList-Rand-LinkedLinear-50-avg	16.47	147.66	0.11	20476.33	0.1	0.63		SkipList-Rand-LinkedLinear-50-avg	15.47	31.64	47.2	63.15	78.51	93.72	108.97	124.45		SkipList-Rand-LinkedLinear-50-avg	8.01	16.53	25.03	33.53	42.04	50.31	58.91	67.13	1569037.0		SkipList-Rand-LinkedLinear-50-avg	30.78	64.82	94.39	121.27	141.04	157.81	160.44	161.77	
SkipList-Rand-LinkedLinear-100-avg	1.34	3.53	6.17	14.64	33.9	64.3	104.73	155.75		SkipList-Rand-LinkedLinear-100-avg	11.76	137.03	0.09	10040.0	0.15	0.51		SkipList-Rand-LinkedLinear-100-avg	18.9	38.4	58.08	77.95	97.58	117.27	136.99	156.58		SkipList-Rand-LinkedLinear-100-avg	10.07	20.67	31.39	41.65	51.96	62.53	72.79	83.45	1569037.0		SkipList-Rand-LinkedLinear-100-avg	32.74	66.8	96.48	121.28	141.17	150.93	152.94	154.16	
