Insertions	125000	250000	375000	500000	625000	750000	875000	1000000		CacheStats	Disk Usage (MB)	Uncompressed Size (MB)	Compression Ratio	Parition Count	Serialization Time (%)	Disk Write Time (%)		Contains	200000	400000	600000	800000	1000000	1200000	1400000	1600000		PrefixSearches	100000	200000	300000	400000	500000	600000	700000	800000	TotalResults		Removals	93750	187500	281250	375000	468750	562500	656250	750000
BTree-Rand-RBT-40-rawIteration2	0.28	0.66	3.89	20.67	53.48	95.87	141.8	192.5		BTree-Rand-RBT-40-rawIteration2	22.18	165.74	0.134	37115	0.081	0.749		BTree-Rand-RBT-40-rawIteration2	13.55	26.88	40.05	52.94	66.3	79.57	93	106.06		BTree-Rand-RBT-40-rawIteration2	7.25	14.61	22	29.12	36.47	43.87	51.25	58.67	1569303		BTree-Rand-RBT-40-rawIteration2	29.2	64.19	100.92	137.2	161.47	190.18	214.25	225.36
BTree-Rand-RBT-70-rawIteration0	0.26	0.62	3.29	20.6	53.99	96.43	136.09	187.97		BTree-Rand-RBT-70-rawIteration0	15.73	156.81	0.1	20987	0.097	0.687		BTree-Rand-RBT-70-rawIteration0	13.87	28.46	42.48	58.17	71.11	84.13	97	110.15		BTree-Rand-RBT-70-rawIteration0	7.17	14.81	22.28	30.03	37.47	45.22	52.66	60.67	1569299		BTree-Rand-RBT-70-rawIteration0	27.14	62.03	96.29	122.93	146.87	170.79	185.58	189.51
BTree-Rand-RBT-70-rawIteration1	0.24	0.56	2.63	22.67	55	91.66	134.25	179.21		BTree-Rand-RBT-70-rawIteration1	15.73	156.83	0.1	20983	0.099	0.684		BTree-Rand-RBT-70-rawIteration1	14.73	28.76	42.4	55.61	68.86	82.7	96.9	111.09		BTree-Rand-RBT-70-rawIteration1	7.43	15.21	22.7	30.11	37.83	45.27	53.35	60.69	1568509		BTree-Rand-RBT-70-rawIteration1	30.19	65.57	97.29	124.13	149.33	171.39	187.35	191.79
BTree-Rand-RBT-70-rawIteration2	0.24	0.56	3.11	20.29	53.07	91.44	135.46	185.81		BTree-Rand-RBT-70-rawIteration2	15.74	156.9	0.1	20998	0.098	0.698		BTree-Rand-RBT-70-rawIteration2	13.3	27.52	41.93	57.04	71.35	85.84	99.64	113.86		BTree-Rand-RBT-70-rawIteration2	7.27	14.76	22.67	30.14	37.62	45.41	52.9	60.47	1569303		BTree-Rand-RBT-70-rawIteration2	30.17	61.55	89.73	118.04	143.62	167.37	181.95	185.36
BTree-Rand-RBT-150-rawIteration0	0.21	0.5	1.96	14.73	41.7	82.34	130.35	180.44		BTree-Rand-RBT-150-rawIteration0	11.13	149.45	0.074	9571	0.147	0.598		BTree-Rand-RBT-150-rawIteration0	17.56	33.86	49.12	64.16	79.32	94.77	110.01	125.29		BTree-Rand-RBT-150-rawIteration0	8.38	17.45	26.5	35.65	44.98	54.19	63.05	72.3	1569299		BTree-Rand-RBT-150-rawIteration0	32.8	67.8	98.41	125.89	151.79	170.72	179.71	180.69
BTree-Rand-RBT-150-rawIteration1	0.2	0.49	1.93	15.51	41.22	78.56	125.57	174.55		BTree-Rand-RBT-150-rawIteration1	11.13	149.33	0.075	9574	0.149	0.596		BTree-Rand-RBT-150-rawIteration1	17.74	33.61	48.62	63.57	78.6	93.66	108.72	124.01		BTree-Rand-RBT-150-rawIteration1	8.59	17.65	26.69	35.88	44.99	54.19	63.14	72.39	1568509		BTree-Rand-RBT-150-rawIteration1	32.7	66.74	97.09	127.03	150.9	170.66	181.14	182.11
BTree-Rand-RBT-150-rawIteration2	0.21	0.5	2.51	15.93	41.24	80.4	127.55	177.84		BTree-Rand-RBT-150-rawIteration2	11.13	149.35	0.074	9563	0.149	0.583		BTree-Rand-RBT-150-rawIteration2	15.73	30.82	46.59	61.67	76.87	92.07	107.13	122.21		BTree-Rand-RBT-150-rawIteration2	8.39	17.47	26.49	35.65	44.9	54.2	63.17	72.42	1569303		BTree-Rand-RBT-150-rawIteration2	31.62	66.04	95.98	124.38	152.16	172.22	181.01	183.06
BTree-Rand-LinkedLinear-40-rawIteration0	0.43	1.05	2.02	15.62	41.61	82.2	137.38	182.7		BTree-Rand-LinkedLinear-40-rawIteration0	23.95	140.15	0.171	37113	0.069	0.764		BTree-Rand-LinkedLinear-40-rawIteration0	12.96	26.89	40.24	54.85	68.43	81.69	94.5	107.3		BTree-Rand-LinkedLinear-40-rawIteration0	6.95	14.23	21.47	28.79	36.31	43.6	50.64	58.08	1569299		BTree-Rand-LinkedLinear-40-rawIteration0	32.53	72.28	104.12	140.03	165.81	200.02	212.43	219.12
BTree-Rand-LinkedLinear-40-rawIteration1	0.43	1.04	2.09	12.9	42.52	80.34	132.25	180.01		BTree-Rand-LinkedLinear-40-rawIteration1	23.94	140.03	0.171	37076	0.072	0.755		BTree-Rand-LinkedLinear-40-rawIteration1	13.18	26.81	39.67	54.23	67.05	80.02	92.88	105.76		BTree-Rand-LinkedLinear-40-rawIteration1	6.95	14.27	21.56	28.85	36.22	43.47	50.51	57.83	1568509		BTree-Rand-LinkedLinear-40-rawIteration1	27.06	56	89.17	127.69	154.94	199.17	213.9	229.07
BTree-Rand-LinkedLinear-40-rawIteration2	0.42	1.05	2.21	12.18	46.07	92.41	151.38	210.4		BTree-Rand-LinkedLinear-40-rawIteration2	23.96	140.18	0.171	37115	0.061	0.789		BTree-Rand-LinkedLinear-40-rawIteration2	13.16	26.59	39.96	54.32	67.15	80.14	92.9	105.71		BTree-Rand-LinkedLinear-40-rawIteration2	6.92	14.19	21.6	28.94	36.19	43.45	50.53	57.81	1569303		BTree-Rand-LinkedLinear-40-rawIteration2	29.85	66.95	111.83	152.04	183.26	210.99	244.94	258.78
BTree-Rand-LinkedLinear-70-rawIteration0	0.48	1.26	2.16	10.33	38.53	72	110.26	153.95		BTree-Rand-LinkedLinear-70-rawIteration0	16.65	131.91	0.126	20987	0.096	0.678		BTree-Rand-LinkedLinear-70-rawIteration0	13.77	27.61	42.02	56.37	69.88	83.84	97.54	111.13		BTree-Rand-LinkedLinear-70-rawIteration0	7.13	14.88	22.26	29.51	36.77	44.03	51.59	58.88	1569299		BTree-Rand-LinkedLinear-70-rawIteration0	26.89	60.97	95.18	123.79	143.26	157.74	168.68	169.62
BTree-Rand-LinkedLinear-70-rawIteration1	0.48	1.24	2.14	10.14	34.96	69.26	116.81	163.09		BTree-Rand-LinkedLinear-70-rawIteration1	16.66	131.94	0.126	20983	0.087	0.68		BTree-Rand-LinkedLinear-70-rawIteration1	13.74	28.12	42.49	58.86	72.35	86.2	99.52	113.28		BTree-Rand-LinkedLinear-70-rawIteration1	7.19	14.46	21.74	29.04	36.33	43.68	50.96	58.41	1568509		BTree-Rand-LinkedLinear-70-rawIteration1	26.11	58.02	83.25	107.59	136.82	156.14	162.35	163.23
BTree-Rand-LinkedLinear-70-rawIteration2	0.5	1.31	2.21	10.77	37.6	71.16	116.15	165.91		BTree-Rand-LinkedLinear-70-rawIteration2	16.66	132	0.126	20998	0.085	0.694		BTree-Rand-LinkedLinear-70-rawIteration2	13.74	27.99	42.61	56.29	70.14	83.82	97.53	111.16		BTree-Rand-LinkedLinear-70-rawIteration2	7.2	14.52	21.79	29.21	36.79	44.16	51.55	58.86	1569303		BTree-Rand-LinkedLinear-70-rawIteration2	29.07	58.37	90.5	117.65	137.75	158	164.58	165.65
BTree-Rand-LinkedLinear-150-rawIteration0	0.78	1.99	3.31	9.45	27.68	63.8	108.5	156.46		BTree-Rand-LinkedLinear-150-rawIteration0	11.55	125.23	0.092	9571	0.126	0.595		BTree-Rand-LinkedLinear-150-rawIteration0	14.74	30	44.96	60.04	75.46	90.08	104.68	119.27		BTree-Rand-LinkedLinear-150-rawIteration0	8.19	16.7	25.23	33.76	42.65	51.78	60.43	69.06	1569299		BTree-Rand-LinkedLinear-150-rawIteration0	29.84	61.52	91.39	115.86	133.65	150.07	153.26	153.84
BTree-Rand-LinkedLinear-150-rawIteration1	0.7	1.87	3.21	10.09	30.08	65.34	104.67	152.91		BTree-Rand-LinkedLinear-150-rawIteration1	11.56	125.13	0.092	9574	0.128	0.579		BTree-Rand-LinkedLinear-150-rawIteration1	16.65	31.37	45.99	60.51	75.2	89.84	104.45	118.99		BTree-Rand-LinkedLinear-150-rawIteration1	8.13	16.6	25.29	33.7	42.98	51.7	60.75	69.39	1568509		BTree-Rand-LinkedLinear-150-rawIteration1	29.17	61.36	89.13	111.3	128.95	141.71	145.64	146.09
BTree-Rand-LinkedLinear-150-rawIteration2	0.73	1.97	3.29	9.64	29.66	60.78	105.45	152.72		BTree-Rand-LinkedLinear-150-rawIteration2	11.55	125.15	0.092	9563	0.129	0.578		BTree-Rand-LinkedLinear-150-rawIteration2	17.77	32.86	47.37	62.07	76.81	91.45	106.05	120.79		BTree-Rand-LinkedLinear-150-rawIteration2	8.23	16.74	25.57	34.15	42.87	51.44	60.51	69.13	1569303		BTree-Rand-LinkedLinear-150-rawIteration2	28.94	57.94	89.03	113.52	132.33	145.32	148.78	149.23
																																															
Insertions	125000	250000	375000	500000	625000	750000	875000	1000000		CacheStats	Disk Usage (MB)	Uncompressed Size (MB)	Compression Ratio	Parition Count	Serialization Time (%)	Disk Write Time (%)		Contains	200000	400000	600000	800000	1000000	1200000	1400000	1600000		PrefixSearches	100000	200000	300000	400000	500000	600000	700000	800000	TotalResults		Removals	93750	187500	281250	375000	468750	562500	656250	750000
BTree-Seq-ArrayList-5000-avg	0.1	0.18	0.34	0.5	0.67	0.84	0.99	1.16		BTree-Seq-ArrayList-5000-avg	5.21	96.2	0.05	400	0.36	0.1		BTree-Seq-ArrayList-5000-avg	0.24	0.46	0.67	0.89	1.11	1.36	1.58	1.82		BTree-Seq-ArrayList-5000-avg	4.61	9.58	14.58	19.79	24.43	29.27	34.07	38.99	8.0E7		BTree-Seq-ArrayList-5000-avg	0.15	0.3	0.44	0.58	0.73	0.85	0.96	1.06
BTree-Seq-ArrayList-15000-avg	0.09	0.17	0.32	0.47	0.61	0.76	0.91	1.06		BTree-Seq-ArrayList-15000-avg	5.07	96.07	0.05	134	0.37	0.05		BTree-Seq-ArrayList-15000-avg	0.2	0.4	0.59	0.79	0.98	1.23	1.44	1.64		BTree-Seq-ArrayList-15000-avg	4.43	9.07	13.74	18.15	22.63	27.39	32.12	36.34	8.0E7		BTree-Seq-ArrayList-15000-avg	0.23	0.46	0.68	0.91	1.13	1.33	1.52	1.71
BTree-Seq-ArrayList-25000-avg	0.09	0.18	0.32	0.47	0.62	0.77	0.92	1.07		BTree-Seq-ArrayList-25000-avg	5.03	96.04	0.05	80	0.36	0.03		BTree-Seq-ArrayList-25000-avg	0.2	0.39	0.59	0.79	0.99	1.24	1.44	1.64		BTree-Seq-ArrayList-25000-avg	4.38	8.99	13.64	18.04	22.61	27.37	32.12	36.39	8.0E7		BTree-Seq-ArrayList-25000-avg	0.3	0.61	0.9	1.2	1.5	1.77	2.04	2.3
BTree-Seq-Treap-5000-avg	0.12	0.25	0.4	0.55	0.73	0.89	1.05	1.22		BTree-Seq-Treap-5000-avg	5.17	144.21	0.04	400.33	0.39	0.1		BTree-Seq-Treap-5000-avg	0.22	0.45	0.67	0.89	1.13	1.41	1.62	1.84		BTree-Seq-Treap-5000-avg	5.29	10.7	16.51	22.31	27.83	33.42	39.07	44.6	8.0E7		BTree-Seq-Treap-5000-avg	0.1	0.19	0.28	0.37	0.46	0.55	0.64	0.69
BTree-Seq-Treap-15000-avg	0.1	0.22	0.37	0.53	0.68	0.83	0.99	1.16		BTree-Seq-Treap-15000-avg	5.06	144.07	0.04	134	0.4	0.05		BTree-Seq-Treap-15000-avg	0.21	0.41	0.62	0.83	1.05	1.26	1.46	1.65		BTree-Seq-Treap-15000-avg	5.23	10.4	16.04	21.59	26.97	32.43	37.95	43.25	8.0E7		BTree-Seq-Treap-15000-avg	0.09	0.17	0.25	0.34	0.42	0.52	0.6	0.66
BTree-Seq-Treap-25000-avg	0.08	0.19	0.35	0.48	0.63	0.77	0.91	1.05		BTree-Seq-Treap-25000-avg	5.02	144.04	0.04	80.67	0.42	0.04		BTree-Seq-Treap-25000-avg	0.2	0.41	0.61	0.82	1.07	1.28	1.48	1.67		BTree-Seq-Treap-25000-avg	5.15	10.21	15.65	20.87	26.57	31.6	37.37	42.69	8.0E7		BTree-Seq-Treap-25000-avg	0.09	0.17	0.25	0.33	0.41	0.5	0.57	0.63
BTree-Seq-RBT-5000-avg	0.18	0.36	0.56	0.81	1.03	1.26	1.49	1.71		BTree-Seq-RBT-5000-avg	5.18	152.22	0.03	400	0.25	0.07		BTree-Seq-RBT-5000-avg	0.21	0.41	0.61	0.81	1.06	1.3	1.49	1.69		BTree-Seq-RBT-5000-avg	5.43	10.8	16.64	22.3	27.74	33.33	39.04	44.64	8.0E7		BTree-Seq-RBT-5000-avg	0.14	0.27	0.39	0.52	0.64	0.77	0.9	0.99
BTree-Seq-RBT-15000-avg	0.16	0.36	0.57	0.79	1.01	1.24	1.47	1.7		BTree-Seq-RBT-15000-avg	5.06	152.07	0.03	134	0.25	0.03		BTree-Seq-RBT-15000-avg	0.2	0.4	0.59	0.79	1.06	1.26	1.46	1.67		BTree-Seq-RBT-15000-avg	5.24	10.73	16.45	21.89	27.62	32.93	38.6	44.22	8.0E7		BTree-Seq-RBT-15000-avg	0.13	0.26	0.39	0.52	0.65	0.78	0.91	1.01
BTree-Seq-RBT-25000-avg	0.14	0.35	0.58	0.8	1.04	1.29	1.54	1.79		BTree-Seq-RBT-25000-avg	5.03	152.04	0.03	80	0.24	0.02		BTree-Seq-RBT-25000-avg	0.2	0.41	0.61	0.82	1.08	1.29	1.49	1.68		BTree-Seq-RBT-25000-avg	5.46	10.64	16.2	21.65	27.05	32.21	38.08	43.51	8.0E7		BTree-Seq-RBT-25000-avg	0.14	0.28	0.41	0.56	0.69	0.83	0.96	1.07
BTree-Seq-LinkedLinear-5000-avg	7.22	14.41	21.9	29.64	37.73	46.21	55.21	64.43		BTree-Seq-LinkedLinear-5000-avg	5.2	128.2	0.04	400	0.01	0		BTree-Seq-LinkedLinear-5000-avg	3.45	7.19	11.12	15.21	19.61	23.02	26.66	30.59		BTree-Seq-LinkedLinear-5000-avg	7.16	15.11	22.81	30.35	37.99	45.66	53.28	61.09	8.0E7		BTree-Seq-LinkedLinear-5000-avg	0.08	0.16	0.24	0.32	0.4	0.49	0.55	0.59
BTree-Seq-LinkedLinear-15000-avg	25.76	53.74	82.4	110.46	139.44	168.24	197.46	226.44		BTree-Seq-LinkedLinear-15000-avg	5.07	128.07	0.04	134	0	0		BTree-Seq-LinkedLinear-15000-avg	8.85	17.84	26.98	36.14	45.59	54.57	63.54	72.69		BTree-Seq-LinkedLinear-15000-avg	10.64	21.46	32.5	43.01	53.8	64.54	75.2	86.11	8.0E7		BTree-Seq-LinkedLinear-15000-avg	0.07	0.15	0.22	0.29	0.36	0.43	0.49	0.53
BTree-Seq-LinkedLinear-25000-avg	51.9	109.04	163.36	217.58	272.19	327.41	382.02	438.5		BTree-Seq-LinkedLinear-25000-avg	5.03	128.04	0.04	80	0	0		BTree-Seq-LinkedLinear-25000-avg	14.52	29.02	43.72	58.38	75.74	90.18	104.69	119.37		BTree-Seq-LinkedLinear-25000-avg	13.98	28.17	43.14	57.59	71.94	86.52	100.68	115.42	8.0E7		BTree-Seq-LinkedLinear-25000-avg	0.07	0.14	0.21	0.28	0.36	0.44	0.49	0.54
BTree-Word-ArrayList-100-avg	0.14	0.26	1.05	2.12	4	6.23	8.66	10.19		BTree-Word-ArrayList-100-avg	14.38	97.01	0.15	17127	0.16	0.87		BTree-Word-ArrayList-100-avg	1	1.46	1.85	2.22	2.67	3.05	3.43	3.82		BTree-Word-ArrayList-100-avg	1.32	2.4	3.52	4.63	5.74	6.98	7.96	8.93	1.60779811E8		BTree-Word-ArrayList-100-avg	0.48	0.82	1.2	1.57	1.95	2.43	2.94	4.09
BTree-Word-ArrayList-200-avg	0.09	0.2	0.55	1.1	2.44	4	4.9	5.66		BTree-Word-ArrayList-200-avg	10.23	92.71	0.11	8310	0.21	0.72		BTree-Word-ArrayList-200-avg	0.83	1.23	1.63	2.02	2.47	2.9	3.3	3.71		BTree-Word-ArrayList-200-avg	1.18	2.18	3.22	4.27	5.37	6.51	7.45	8.39	1.60779811E8		BTree-Word-ArrayList-200-avg	0.22	0.42	0.62	0.84	1.06	1.32	1.6	1.88
BTree-Word-ArrayList-400-avg	0.08	0.17	0.4	0.78	1.44	2.45	3.25	3.95		BTree-Word-ArrayList-400-avg	8.14	91.07	0.09	4047	0.28	0.47		BTree-Word-ArrayList-400-avg	1.06	1.63	2.25	2.86	3.56	4.14	4.68	5.28		BTree-Word-ArrayList-400-avg	1.43	2.58	3.89	5.16	6.37	8.07	9.28	10.65	1.60779811E8		BTree-Word-ArrayList-400-avg	0.28	0.42	0.56	0.7	0.84	1.02	1.2	1.36
BTree-Word-Treap-100-avg	0.22	0.73	1.58	2.68	4.78	8.09	10.35	12.57		BTree-Word-Treap-100-avg	12.98	144.61	0.09	17108.33	0.14	0.82		BTree-Word-Treap-100-avg	1.08	1.67	2.28	2.95	3.68	4.28	4.79	5.35		BTree-Word-Treap-100-avg	3	5.42	7.81	10.62	13.21	16.29	18.92	21.65	1.60779811E8		BTree-Word-Treap-100-avg	0.42	0.83	1.26	1.71	2.78	3.76	4.73	5.38
BTree-Word-Treap-200-avg	0.09	0.47	0.93	1.69	3.09	4.65	7.1	8.48		BTree-Word-Treap-200-avg	9.56	140.89	0.07	8302.33	0.19	0.63		BTree-Word-Treap-200-avg	1.23	2.12	3.08	3.91	4.98	5.85	6.65	7.6		BTree-Word-Treap-200-avg	2.89	5.42	8.33	11.22	14.09	17.3	20.05	22.89	1.60779811E8		BTree-Word-Treap-200-avg	0.22	0.46	0.7	0.97	1.42	1.99	2.36	2.64
BTree-Word-Treap-400-avg	0.08	0.37	0.66	1.06	1.8	2.91	4.68	5.45		BTree-Word-Treap-400-avg	7.81	139.1	0.06	4046.67	0.26	0.43		BTree-Word-Treap-400-avg	2.07	3.68	5.61	7.63	10.03	12.14	14.1	16.46		BTree-Word-Treap-400-avg	4.28	7.83	11.97	16.19	20.4	25.04	29.19	32.95	1.60779811E8		BTree-Word-Treap-400-avg	0.15	0.32	0.48	0.66	0.96	1.32	1.49	1.89
BTree-Word-RBT-100-avg	0.26	0.99	1.97	3.44	5.38	8.48	10.89	12.41		BTree-Word-RBT-100-avg	13.43	153.72	0.09	17127	0.15	0.83		BTree-Word-RBT-100-avg	1.25	1.87	2.53	3.16	3.96	4.57	5.12	5.7		BTree-Word-RBT-100-avg	3.3	6.14	9.04	11.89	14.96	18.43	21.24	23.87	1.60779811E8		BTree-Word-RBT-100-avg	0.44	0.87	1.3	1.77	2.61	4.01	5.23	6.14
BTree-Word-RBT-200-avg	0.13	0.46	1.06	1.66	3.05	4.6	6.67	9.02		BTree-Word-RBT-200-avg	9.77	149.51	0.07	8310	0.16	0.61		BTree-Word-RBT-200-avg	1.25	2.15	3.09	3.98	5.13	6.06	7	7.98		BTree-Word-RBT-200-avg	3.37	6.11	9.43	12.67	15.87	19.26	22.27	25.27	1.60779811E8		BTree-Word-RBT-200-avg	0.31	0.54	0.78	1.09	1.63	2.38	2.74	3.09
BTree-Word-RBT-400-avg	0.12	0.37	0.71	1.17	2.04	3.15	5.13	5.86		BTree-Word-RBT-400-avg	7.91	147.39	0.05	4047	0.26	0.44		BTree-Word-RBT-400-avg	2.32	4.09	6.24	8.76	11.27	13.64	16.01	18.35		BTree-Word-RBT-400-avg	4.62	8.88	13.46	18.08	22.67	27.82	32.01	36.3	1.60779811E8		BTree-Word-RBT-400-avg	0.15	0.31	0.48	0.66	0.99	1.4	1.6	1.78
BTree-Word-LinkedLinear-100-avg	0.44	1.16	2.33	3.84	6.11	9.44	11.43	13.8		BTree-Word-LinkedLinear-100-avg	14.18	128.85	0.11	17127	0.12	0.67		BTree-Word-LinkedLinear-100-avg	1.37	2.12	2.89	3.61	4.42	5.07	5.66	6.28		BTree-Word-LinkedLinear-100-avg	2.46	4.47	6.5	8.55	10.73	13.18	15.31	17.2	1.60779811E8		BTree-Word-LinkedLinear-100-avg	0.52	0.98	1.46	1.93	2.44	3.05	3.74	4.58
BTree-Word-LinkedLinear-200-avg	0.61	1.35	2.44	3.57	5.12	6.91	9.34	11.09		BTree-Word-LinkedLinear-200-avg	10.13	125.21	0.08	8310	0.13	0.45		BTree-Word-LinkedLinear-200-avg	1.66	2.79	3.96	5.06	6.16	7.17	8.09	9.08		BTree-Word-LinkedLinear-200-avg	2.68	5.03	7.22	9.79	11.94	14.75	17.1	19.31	1.60779811E8		BTree-Word-LinkedLinear-200-avg	0.31	0.62	0.94	1.28	1.87	2.29	2.61	2.94
BTree-Word-LinkedLinear-400-avg	0.88	1.88	3.07	4.31	5.52	7.14	9.42	10.93		BTree-Word-LinkedLinear-400-avg	8.09	123.45	0.07	4047	0.14	0.22		BTree-Word-LinkedLinear-400-avg	2.47	4.34	6.29	8.23	10.56	12.76	14.97	17.3		BTree-Word-LinkedLinear-400-avg	3.56	6.81	10.22	14.02	17.48	21.34	25	28.33	1.60779811E8		BTree-Word-LinkedLinear-400-avg	0.31	0.66	0.99	1.32	1.68	2.06	2.28	2.53
BTree-Rand-ArrayList-40-avg	0.28	0.6	0.94	2.12	12.28	39.01	76.22	122.54		BTree-Rand-ArrayList-40-avg	24.38	106.96	0.23	37101.33	0.07	0.8		BTree-Rand-ArrayList-40-avg	11.08	21.4	32.22	43.11	53.95	64.62	75.28	85.77		BTree-Rand-ArrayList-40-avg	5.75	11.74	17.58	23.59	29.42	35.44	41.29	47.33	1569037		BTree-Rand-ArrayList-40-avg	21.15	54.1	87.39	115.2	134.12	144.34	149.41	150.71
BTree-Rand-ArrayList-70-avg	0.19	0.46	0.77	1.1	7.49	27.43	58.07	98.85		BTree-Rand-ArrayList-70-avg	16.9	99.17	0.17	20989.33	0.09	0.72		BTree-Rand-ArrayList-70-avg	11	22.24	33.71	45.21	56.99	68.41	78.96	89.55		BTree-Rand-ArrayList-70-avg	5.66	11.59	17.24	23.06	28.86	34.49	40.47	46.11	1569037		BTree-Rand-ArrayList-70-avg	20.93	44.96	68.52	86.76	100.71	106.74	107.56	108.11
BTree-Rand-ArrayList-150-avg	0.18	0.41	0.68	0.95	5.09	21.78	50.08	85.92		BTree-Rand-ArrayList-150-avg	11.66	93.06	0.13	9569.33	0.13	0.63		BTree-Rand-ArrayList-150-avg	12.74	26.38	38.96	51.32	63.96	76.35	88.59	100.73		BTree-Rand-ArrayList-150-avg	6.25	12.6	18.88	25.23	31.61	37.99	44.35	50.91	1569037		BTree-Rand-ArrayList-150-avg	23.58	48.52	68.91	83.01	88.52	89.15	89.32	89.72
BTree-Rand-Treap-40-avg	0.33	0.77	2.25	16.19	41.83	74.4	116.53	162.56		BTree-Rand-Treap-40-avg	21.19	153.22	0.14	37209.67	0.09	0.73		BTree-Rand-Treap-40-avg	13.23	26.27	39.04	52.12	65.77	79.56	93.19	106.12		BTree-Rand-Treap-40-avg	7.02	14.4	21.86	29.29	36.69	44.2	51.54	58.89	1569037		BTree-Rand-Treap-40-avg	29.37	59.43	86.67	116.04	139.8	160.15	178.02	186.19
BTree-Rand-Treap-70-avg	0.27	0.63	1.56	14.33	42.39	79.84	124.18	172.86		BTree-Rand-Treap-70-avg	15.15	146.04	0.1	20967	0.09	0.69		BTree-Rand-Treap-70-avg	13.89	27.92	42.43	56.93	70.67	84.92	99.01	113.26		BTree-Rand-Treap-70-avg	7.44	15	22.63	30.43	38.19	45.72	53.25	61.03	1569037		BTree-Rand-Treap-70-avg	30.36	67.05	98	128.04	151.7	175.52	187.07	190.81
BTree-Rand-Treap-150-avg	0.25	0.58	1.2	11.59	35.41	71.81	116.52	165.5		BTree-Rand-Treap-150-avg	10.91	140.52	0.08	9627.33	0.14	0.6		BTree-Rand-Treap-150-avg	16.85	32.7	47.86	62.94	77.82	92.73	107.64	122.5		BTree-Rand-Treap-150-avg	8.27	17.26	26.31	35.51	44.2	53.28	62.15	71.47	1569037		BTree-Rand-Treap-150-avg	31.55	64.29	94.42	122.09	144.68	164.17	172.82	173.36
BTree-Rand-RBT-40-avg	0.29	0.67	4.34	21.78	51.48	91.55	137.21	190.19		BTree-Rand-RBT-40-avg	22.17	165.67	0.13	37101.33	0.08	0.74		BTree-Rand-RBT-40-avg	13.29	26.45	39.69	52.67	65.98	79.21	92.61	105.87		BTree-Rand-RBT-40-avg	7.29	14.7	22.14	29.38	36.67	44.07	51.47	58.88	1569037		BTree-Rand-RBT-40-avg	30.92	72.68	110.51	148.21	178.79	209.82	234.46	247.67
BTree-Rand-RBT-70-avg	0.25	0.58	3.01	21.19	54.02	93.18	135.27	184.33		BTree-Rand-RBT-70-avg	15.73	156.85	0.1	20989.33	0.1	0.69		BTree-Rand-RBT-70-avg	13.97	28.25	42.27	56.94	70.44	84.22	97.85	111.7		BTree-Rand-RBT-70-avg	7.29	14.93	22.55	30.09	37.64	45.3	52.97	60.61	1569037		BTree-Rand-RBT-70-avg	29.17	63.05	94.44	121.7	146.61	169.85	184.96	188.89
BTree-Rand-RBT-150-avg	0.21	0.5	2.13	15.39	41.39	80.43	127.82	177.61		BTree-Rand-RBT-150-avg	11.13	149.38	0.07	9569.33	0.15	0.59		BTree-Rand-RBT-150-avg	17.01	32.76	48.11	63.13	78.26	93.5	108.62	123.84		BTree-Rand-RBT-150-avg	8.45	17.52	26.56	35.73	44.96	54.19	63.12	72.37	1569037		BTree-Rand-RBT-150-avg	32.37	66.86	97.16	125.77	151.62	171.2	180.62	181.95
BTree-Rand-LinkedLinear-40-avg	0.43	1.05	2.11	13.57	43.4	84.98	140.34	191.04		BTree-Rand-LinkedLinear-40-avg	23.95	140.12	0.17	37101.33	0.07	0.77		BTree-Rand-LinkedLinear-40-avg	13.1	26.76	39.96	54.47	67.54	80.62	93.43	106.26		BTree-Rand-LinkedLinear-40-avg	6.94	14.23	21.54	28.86	36.24	43.51	50.56	57.91	1569037		BTree-Rand-LinkedLinear-40-avg	29.81	65.08	101.71	139.92	168	203.39	223.76	235.66
BTree-Rand-LinkedLinear-70-avg	0.49	1.27	2.17	10.41	37.03	70.81	114.41	160.98		BTree-Rand-LinkedLinear-70-avg	16.66	131.95	0.13	20989.33	0.09	0.68		BTree-Rand-LinkedLinear-70-avg	13.75	27.91	42.37	57.17	70.79	84.62	98.2	111.86		BTree-Rand-LinkedLinear-70-avg	7.17	14.62	21.93	29.25	36.63	43.96	51.37	58.72	1569037		BTree-Rand-LinkedLinear-70-avg	27.36	59.12	89.64	116.34	139.28	157.29	165.2	166.17
BTree-Rand-LinkedLinear-150-avg	0.74	1.94	3.27	9.73	29.14	63.31	106.21	154.03		BTree-Rand-LinkedLinear-150-avg	11.55	125.17	0.09	9569.33	0.13	0.58		BTree-Rand-LinkedLinear-150-avg	16.39	31.41	46.11	60.87	75.82	90.46	105.06	119.68		BTree-Rand-LinkedLinear-150-avg	8.18	16.68	25.36	33.87	42.83	51.64	60.56	69.19	1569037		BTree-Rand-LinkedLinear-150-avg	29.32	60.27	89.85	113.56	131.64	145.7	149.23	149.72
